filter,Lambda,HJD,flux,eflux,mag,emag,telescopeID
V,5404,56802.35474,1.3722e-14,4.5033e-17,13.5850,0.0036,1
V,5404,56802.84988,1.3428e-14,2.1998e-16,13.6085,0.0178,3
V,5404,56802.88462,1.3812e-14,1.0211e-16,13.5779,0.0080,4
V,5404,56803.32685,1.3758e-14,7.3988e-17,13.5822,0.0058,5
V,5404,56803.36872,1.3674e-14,4.6999e-17,13.5888,0.0037,1
V,5404,56803.74058,1.3764e-14,5.0049e-17,13.5817,0.0039,7
V,5404,56803.84495,1.3644e-14,2.9975e-16,13.5912,0.0239,3
V,5404,56803.89132,1.3792e-14,1.2749e-16,13.5795,0.0100,4
V,5404,56804.25645,1.3611e-14,6.9258e-17,13.5938,0.0055,5
V,5404,56804.39505,1.3700e-14,2.9551e-17,13.5867,0.0023,1
V,5404,56804.77104,1.3782e-14,7.2889e-17,13.5803,0.0057,7
V,5404,56804.83829,1.3662e-14,1.9254e-16,13.5898,0.0153,3
V,5404,56805.20274,1.3772e-14,9.4701e-17,13.5811,0.0075,5
V,5404,56805.53784,1.3634e-14,1.5812e-16,13.5920,0.0126,13
V,5404,56805.79256,1.3739e-14,4.4032e-17,13.5837,0.0035,7
V,5404,56805.86049,1.3639e-14,2.9407e-16,13.5916,0.0234,3
V,5404,56806.68272,1.3728e-14,6.8290e-17,13.5845,0.0054,2
V,5404,56806.84127,1.3720e-14,3.0215e-16,13.5852,0.0239,3
V,5404,56806.87802,1.3747e-14,9.9960e-17,13.5830,0.0079,4
V,5404,56807.69170,1.3779e-14,6.8201e-17,13.5805,0.0054,2
V,5404,56807.86497,1.3631e-14,1.7940e-16,13.5922,0.0143,3
V,5404,56808.83005,1.3696e-14,2.3198e-16,13.5871,0.0184,3
V,5404,56809.65950,1.3907e-14,5.9947e-17,13.5705,0.0047,2
V,5404,56809.83977,1.3467e-14,2.8820e-16,13.6054,0.0232,3
V,5404,56810.33061,1.3789e-14,7.0161e-17,13.5797,0.0055,1
V,5404,56810.54012,1.3849e-14,1.7907e-16,13.5750,0.0140,13
V,5404,56810.64144,1.3913e-14,5.9442e-17,13.5700,0.0046,2
V,5404,56810.79568,1.3816e-14,2.0840e-16,13.5776,0.0164,3
V,5404,56811.33046,1.3809e-14,4.2115e-17,13.5781,0.0033,1
V,5404,56811.70043,1.3891e-14,6.4350e-17,13.5717,0.0050,2
V,5404,56812.65419,1.3849e-14,6.2972e-17,13.5750,0.0049,8
V,5404,56812.70955,1.3840e-14,6.3394e-17,13.5757,0.0050,2
V,5404,56812.88843,1.3829e-14,8.5367e-17,13.5766,0.0067,6
V,5404,56813.71037,1.3910e-14,5.9256e-17,13.5702,0.0046,8
V,5404,56813.73092,1.3868e-14,6.8236e-17,13.5735,0.0053,2
V,5404,56813.76487,1.3860e-14,8.3673e-17,13.5741,0.0066,6
V,5404,56814.66602,1.3928e-14,6.3221e-17,13.5688,0.0049,2
V,5404,56814.71878,1.3947e-14,8.5586e-17,13.5673,0.0067,6
V,5404,56814.76654,1.3818e-14,8.7613e-17,13.5774,0.0069,4
V,5404,56815.40007,1.4064e-14,3.9732e-17,13.5583,0.0031,1
V,5404,56815.64647,1.4091e-14,6.0221e-17,13.5562,0.0046,2
V,5404,56815.81091,1.4064e-14,8.7731e-17,13.5583,0.0068,4
V,5404,56816.67696,1.4255e-14,8.7506e-17,13.5436,0.0067,4
V,5404,56816.73004,1.4043e-14,5.4766e-17,13.5599,0.0042,2
V,5404,56817.32662,1.4303e-14,8.6781e-17,13.5400,0.0066,5
V,5404,56817.38541,1.4280e-14,3.1016e-17,13.5417,0.0024,1
V,5404,56818.29284,1.4372e-14,8.3655e-17,13.5348,0.0063,5
V,5404,56818.30927,1.4593e-14,2.7926e-17,13.5182,0.0021,1
V,5404,56818.62851,1.4522e-14,7.1968e-17,13.5235,0.0054,4
V,5404,56818.80952,1.4665e-14,9.8153e-17,13.5128,0.0073,6
V,5404,56819.26963,1.4654e-14,1.3555e-16,13.5137,0.0100,14
V,5404,56819.29232,1.4906e-14,1.0717e-16,13.4951,0.0078,5
V,5404,56819.71156,1.4803e-14,1.0064e-16,13.5027,0.0074,2
V,5404,56819.81719,1.4911e-14,7.1611e-17,13.4948,0.0052,4
V,5404,56820.74132,1.4901e-14,9.0174e-17,13.4955,0.0066,6
V,5404,56820.77850,1.5003e-14,3.0815e-16,13.4881,0.0223,3
V,5404,56820.80255,1.4904e-14,8.7232e-17,13.4953,0.0064,4
V,5404,56821.32277,1.4987e-14,1.1388e-16,13.4893,0.0083,14
V,5404,56821.35255,1.4895e-14,2.5167e-17,13.4959,0.0018,1
V,5404,56821.74935,1.4662e-14,2.6224e-16,13.5131,0.0194,3
V,5404,56822.30869,1.4688e-14,4.6507e-17,13.5111,0.0034,1
V,5404,56822.67602,1.4814e-14,1.0671e-16,13.5019,0.0078,2
V,5404,56823.34616,1.4730e-14,3.7618e-17,13.5080,0.0028,1
V,5404,56823.74657,1.4734e-14,2.9445e-16,13.5077,0.0217,3
V,5404,56824.39947,1.4702e-14,3.0449e-17,13.5101,0.0022,1
V,5404,56824.73701,1.4709e-14,2.7305e-16,13.5096,0.0202,3
V,5404,56825.37379,1.4637e-14,3.3362e-17,13.5149,0.0025,1
V,5404,56825.75026,1.4480e-14,9.3566e-17,13.5266,0.0070,8
V,5404,56826.64786,1.4180e-14,9.0934e-17,13.5494,0.0070,8
V,5404,56826.65920,1.4233e-14,2.0881e-16,13.5453,0.0159,13
V,5404,56826.68166,1.4147e-14,6.7612e-17,13.5519,0.0052,2
V,5404,56827.39605,1.4199e-14,4.3768e-17,13.5479,0.0033,1
V,5404,56827.61224,1.4090e-14,1.9646e-16,13.5563,0.0151,13
V,5404,56827.66844,1.4270e-14,1.1259e-16,13.5425,0.0086,8
V,5404,56827.77405,1.4092e-14,8.8231e-17,13.5561,0.0068,6
V,5404,56828.29554,1.4150e-14,1.2100e-16,13.5517,0.0093,5
V,5404,56828.78045,1.4112e-14,8.4499e-17,13.5546,0.0065,6
V,5404,56829.27609,1.3952e-14,1.9085e-16,13.5670,0.0149,5
V,5404,56829.30462,1.4059e-14,6.1908e-17,13.5587,0.0048,1
V,5404,56829.74715,1.3971e-14,1.3644e-16,13.5655,0.0106,9
V,5404,56829.74886,1.3745e-14,5.0278e-17,13.5832,0.0040,8
V,5404,56830.24214,1.3956e-14,1.3842e-16,13.5666,0.0108,14
V,5404,56830.30394,1.4003e-14,1.0476e-16,13.5630,0.0081,5
V,5404,56830.76769,1.3954e-14,5.2657e-17,13.5668,0.0041,10
V,5404,56831.27387,1.4004e-14,1.2263e-16,13.5629,0.0095,5
V,5404,56831.28128,1.3797e-14,7.0548e-17,13.5791,0.0056,1
V,5404,56831.62063,1.3797e-14,1.7446e-16,13.5791,0.0137,13
V,5404,56832.26813,1.3775e-14,1.0956e-16,13.5808,0.0086,5
V,5404,56832.27471,1.3788e-14,7.2348e-17,13.5798,0.0057,1
V,5404,56832.48332,1.3874e-14,1.8162e-16,13.5730,0.0142,13
V,5404,56832.81541,1.3973e-14,8.3418e-17,13.5653,0.0065,6
V,5404,56833.48159,1.3831e-14,1.7626e-16,13.5764,0.0138,13
V,5404,56833.73859,1.3906e-14,2.1709e-16,13.5705,0.0169,3
V,5404,56833.82215,1.3821e-14,8.4434e-17,13.5772,0.0066,6
V,5404,56834.32497,1.3824e-14,7.4214e-17,13.5770,0.0058,1
V,5404,56834.66259,1.3851e-14,5.6076e-17,13.5748,0.0044,8
V,5404,56835.38083,1.3768e-14,3.5494e-17,13.5814,0.0028,1
V,5404,56835.71455,1.3733e-14,2.7463e-16,13.5841,0.0217,3
V,5404,56836.31307,1.3756e-14,4.8970e-17,13.5823,0.0039,1
V,5404,56836.62368,1.3788e-14,1.7179e-16,13.5798,0.0135,13
V,5404,56836.70019,1.3605e-14,5.5677e-17,13.5943,0.0044,2
V,5404,56836.72459,1.3916e-14,2.1277e-16,13.5698,0.0166,3
V,5404,56836.81204,1.3778e-14,1.2697e-16,13.5806,0.0100,9
V,5404,56837.31374,1.3739e-14,4.8240e-17,13.5837,0.0038,1
V,5404,56837.62027,1.3859e-14,1.7927e-16,13.5742,0.0140,13
V,5404,56837.65243,1.3744e-14,5.6353e-17,13.5833,0.0045,2
V,5404,56837.71889,1.3680e-14,1.8514e-16,13.5883,0.0147,9
V,5404,56837.76990,1.3859e-14,9.6745e-17,13.5742,0.0076,6
V,5404,56838.29949,1.3979e-14,1.2039e-16,13.5649,0.0094,5
V,5404,56838.62409,1.3857e-14,5.8049e-17,13.5744,0.0045,2
V,5404,56838.75443,1.3610e-14,2.1287e-16,13.5939,0.0170,3
V,5404,56838.77249,1.3808e-14,8.7214e-17,13.5782,0.0069,6
V,5404,56839.34175,1.3789e-14,3.3839e-17,13.5797,0.0027,1
V,5404,56839.47767,1.3825e-14,1.7540e-16,13.5769,0.0138,13
V,5404,56839.61735,1.3799e-14,5.4273e-17,13.5789,0.0043,2
V,5404,56839.69027,1.3870e-14,5.1112e-17,13.5734,0.0040,10
V,5404,56839.72196,1.3744e-14,4.2714e-16,13.5833,0.0337,3
V,5404,56839.75460,1.3801e-14,9.3899e-17,13.5788,0.0074,6
V,5404,56840.25543,1.3708e-14,1.0112e-16,13.5861,0.0080,5
V,5404,56840.60956,1.4005e-14,2.5010e-16,13.5628,0.0194,12
V,5404,56840.65820,1.3846e-14,6.0476e-17,13.5752,0.0047,2
V,5404,56840.69592,1.3875e-14,5.7907e-17,13.5730,0.0045,10
V,5404,56840.71376,1.3753e-14,2.6081e-16,13.5826,0.0206,3
V,5404,56840.77846,1.3917e-14,8.6240e-17,13.5697,0.0067,6
V,5404,56841.65783,1.3786e-14,5.3893e-17,13.5800,0.0042,2
V,5404,56841.72252,1.3807e-14,1.8952e-16,13.5783,0.0149,3
V,5404,56841.83064,1.3866e-14,8.6008e-17,13.5737,0.0067,6
V,5404,56842.47040,1.3824e-14,1.7307e-16,13.5770,0.0136,13
V,5404,56844.35881,1.3669e-14,2.0477e-17,13.5892,0.0016,1
V,5404,56844.68909,1.3672e-14,5.4906e-17,13.5890,0.0044,2
V,5404,56844.72160,1.3902e-14,1.8153e-16,13.5709,0.0142,3
V,5404,56845.27055,1.3633e-14,7.4113e-17,13.5921,0.0059,5
V,5404,56845.27778,1.3557e-14,2.0551e-17,13.5981,0.0016,1
V,5404,56845.59875,1.3446e-14,2.5227e-16,13.6071,0.0204,12
V,5404,56845.72644,1.3597e-14,2.0087e-16,13.5949,0.0160,3
V,5404,56846.22088,1.3734e-14,8.1665e-17,13.5841,0.0065,5
V,5404,56846.23839,1.3542e-14,8.2663e-17,13.5993,0.0066,11
V,5404,56846.33736,1.3607e-14,1.4550e-17,13.5941,0.0012,1
V,5404,56846.63741,1.3618e-14,5.4481e-17,13.5933,0.0043,2
V,5404,56846.78517,1.3526e-14,8.3406e-17,13.6006,0.0067,6
V,5404,56847.25429,1.3568e-14,6.2722e-17,13.5973,0.0050,5
V,5404,56847.65788,1.3426e-14,5.4332e-17,13.6087,0.0044,2
V,5404,56848.28878,1.3465e-14,3.8539e-17,13.6055,0.0031,1
V,5404,56848.63379,1.3404e-14,5.7355e-17,13.6105,0.0046,2
V,5404,56848.71618,1.3505e-14,3.0105e-16,13.6023,0.0242,3
V,5404,56850.29445,1.3339e-14,3.0655e-17,13.6157,0.0025,1
V,5404,56850.32754,1.3216e-14,7.7773e-17,13.6258,0.0064,11
V,5404,56850.58796,1.3275e-14,2.5331e-16,13.6210,0.0207,12
V,5404,56850.62787,1.3190e-14,7.4333e-17,13.6279,0.0061,2
V,5404,56850.71763,1.3237e-14,3.3135e-16,13.6241,0.0272,3
V,5404,56851.58091,1.3061e-14,2.5924e-16,13.6386,0.0216,12
V,5404,56851.63369,1.3130e-14,5.2846e-17,13.6329,0.0044,2
V,5404,56852.27880,1.2990e-14,1.9276e-17,13.6445,0.0016,1
V,5404,56852.62822,1.3141e-14,5.6779e-17,13.6320,0.0047,2
V,5404,56853.30800,1.2907e-14,1.7353e-17,13.6515,0.0015,1
V,5404,56854.31514,1.2770e-14,2.1893e-17,13.6631,0.0019,1
V,5404,56854.70730,1.2509e-14,3.2587e-16,13.6855,0.0283,3
V,5404,56855.54240,1.2734e-14,2.8172e-16,13.6661,0.0240,12
V,5404,56855.71651,1.2830e-14,3.4354e-16,13.6580,0.0291,3
V,5404,56855.76280,1.2864e-14,1.2566e-16,13.6551,0.0106,6
V,5404,56856.69843,1.2816e-14,9.3762e-17,13.6592,0.0079,9
V,5404,56856.70253,1.2910e-14,2.9175e-16,13.6512,0.0245,3
V,5404,56856.75024,1.2787e-14,8.3519e-17,13.6616,0.0071,6
V,5404,56857.26602,1.3185e-14,7.4665e-17,13.6283,0.0061,1
V,5404,56857.55618,1.2979e-14,2.7271e-16,13.6454,0.0228,12
V,5404,56857.71842,1.3241e-14,2.8554e-16,13.6237,0.0234,3
V,5404,56858.28722,1.3301e-14,3.8614e-17,13.6188,0.0032,1
V,5404,56858.71157,1.3294e-14,6.2865e-16,13.6194,0.0513,3
V,5404,56859.29561,1.3426e-14,1.1231e-16,13.6087,0.0091,11
V,5404,56860.63459,1.3308e-14,8.0940e-17,13.6183,0.0066,2
V,5404,56860.72567,1.3337e-14,4.2759e-16,13.6159,0.0348,3
V,5404,56861.20086,1.3069e-14,7.8444e-17,13.6379,0.0065,5
V,5404,56861.62344,1.3213e-14,5.3736e-17,13.6260,0.0044,2
V,5404,56861.67183,1.2989e-14,1.5693e-16,13.6446,0.0131,9
V,5404,56861.69092,1.2997e-14,9.0132e-16,13.6439,0.0753,3
V,5404,56862.69153,1.2907e-14,1.5882e-16,13.6515,0.0134,9
V,5404,56862.70101,1.3267e-14,2.7009e-16,13.6216,0.0221,3
V,5404,56863.23803,1.2746e-14,1.1061e-16,13.6651,0.0094,5
V,5404,56863.62566,1.3195e-14,8.8272e-17,13.6275,0.0073,2
V,5404,56863.70811,1.3322e-14,2.1077e-16,13.6171,0.0172,3
V,5404,56863.74440,1.3161e-14,2.5621e-16,13.6303,0.0211,6
V,5404,56864.51044,1.3170e-14,2.6839e-16,13.6296,0.0221,12
V,5404,56864.62645,1.3110e-14,8.4238e-17,13.6345,0.0070,2
V,5404,56864.69856,1.3381e-14,5.6120e-16,13.6123,0.0455,3
V,5404,56865.63124,1.3474e-14,8.9977e-17,13.6048,0.0073,2
V,5404,56865.69358,1.3945e-14,2.8168e-16,13.5675,0.0219,3
r,6175,56692.94899,1.5638e-14,8.3689e-17,13.1533,0.0058,5
r,6175,56693.78932,1.5304e-14,1.0731e-17,13.1767,0.0008,1
r,6175,56694.76987,1.5420e-14,2.3399e-17,13.1685,0.0016,1
r,6175,56695.70926,1.5483e-14,3.2219e-17,13.1641,0.0023,1
r,6175,56696.72772,1.5625e-14,1.2458e-17,13.1542,0.0009,1
r,6175,56696.98428,1.5768e-14,8.7270e-17,13.1443,0.0060,5
r,6175,56697.75655,1.5663e-14,2.1267e-17,13.1516,0.0015,1
r,6175,56698.25458,1.5354e-14,6.1018e-16,13.1732,0.0431,2
r,6175,56698.60973,1.5654e-14,4.0809e-16,13.1522,0.0283,3
r,6175,56698.71720,1.5598e-14,6.7738e-17,13.1561,0.0047,1
r,6175,56699.71280,1.5659e-14,1.5572e-17,13.1518,0.0011,1
r,6175,56700.59946,1.5875e-14,8.5348e-17,13.1370,0.0058,4
r,6175,56700.69138,1.5835e-14,1.5467e-17,13.1397,0.0011,1
r,6175,56701.56565,1.5919e-14,2.8327e-17,13.1340,0.0019,1
r,6175,56701.60387,1.5744e-14,8.8521e-17,13.1460,0.0061,4
r,6175,56701.83115,1.5886e-14,8.2288e-17,13.1362,0.0056,5
r,6175,56702.63810,1.5818e-14,4.4214e-17,13.1409,0.0030,1
r,6175,56703.01559,1.5814e-14,1.0160e-16,13.1411,0.0070,5
r,6175,56704.83831,1.5908e-14,8.5542e-17,13.1347,0.0058,5
r,6175,56705.60934,1.5918e-14,6.9049e-17,13.1340,0.0047,4
r,6175,56705.95231,1.5806e-14,1.0258e-16,13.1417,0.0070,5
r,6175,56706.98190,1.6095e-14,8.7265e-17,13.1220,0.0059,5
r,6175,56708.02408,1.5907e-14,1.0073e-16,13.1348,0.0069,5
r,6175,56709.82822,1.5854e-14,9.9859e-17,13.1384,0.0068,5
r,6175,56710.66162,1.5756e-14,9.2644e-18,13.1451,0.0006,1
r,6175,56711.01696,1.5831e-14,1.2148e-16,13.1400,0.0083,5
r,6175,56711.68589,1.5626e-14,4.4413e-17,13.1541,0.0031,1
r,6175,56711.92320,1.5708e-14,8.8005e-17,13.1484,0.0061,5
r,6175,56712.27457,1.5731e-14,3.9074e-16,13.1468,0.0270,2
r,6175,56713.72216,1.5518e-14,3.1070e-17,13.1617,0.0022,1
r,6175,56713.91937,1.5678e-14,8.8717e-17,13.1505,0.0061,5
r,6175,56714.72585,1.5488e-14,3.8702e-17,13.1638,0.0027,1
r,6175,56715.91254,1.5459e-14,1.4546e-16,13.1658,0.0102,5
r,6175,56716.64153,1.5424e-14,1.0387e-16,13.1682,0.0073,4
r,6175,56716.66435,1.5293e-14,2.1776e-17,13.1775,0.0015,1
r,6175,56717.73301,1.5075e-14,2.2704e-17,13.1931,0.0016,1
r,6175,56717.95355,1.5415e-14,2.1901e-16,13.1689,0.0154,5
r,6175,56718.56212,1.5165e-14,2.3539e-16,13.1866,0.0169,4
r,6175,56718.67042,1.5025e-14,1.8707e-17,13.1967,0.0014,1
r,6175,56719.60173,1.4275e-14,9.8168e-16,13.2523,0.0747,3
r,6175,56721.71370,1.4499e-14,1.3701e-17,13.2354,0.0010,1
r,6175,56722.73766,1.4419e-14,1.2590e-17,13.2414,0.0009,1
r,6175,56723.57112,1.4425e-14,1.5329e-17,13.2410,0.0012,1
r,6175,56728.57593,1.4160e-14,1.4365e-17,13.2611,0.0011,1
r,6175,56729.49486,1.4353e-14,1.4823e-17,13.2464,0.0011,1
r,6175,56730.53779,1.4283e-14,1.4335e-17,13.2517,0.0011,1
r,6175,56730.83005,1.4268e-14,1.1391e-16,13.2528,0.0087,5
r,6175,56732.49418,1.4292e-14,1.0591e-17,13.2510,0.0008,1
r,6175,56733.48447,1.4443e-14,8.9428e-18,13.2396,0.0007,1
r,6175,56733.80024,1.4226e-14,1.1349e-16,13.2560,0.0087,5
r,6175,56734.47987,1.4444e-14,1.0519e-17,13.2395,0.0008,1
r,6175,56735.49794,1.4529e-14,1.0809e-17,13.2332,0.0008,1
r,6175,56735.85885,1.4505e-14,1.0589e-16,13.2349,0.0079,5
r,6175,56736.50413,1.4627e-14,1.2419e-17,13.2259,0.0009,1
r,6175,56736.77144,1.4674e-14,1.0202e-16,13.2224,0.0075,5
r,6175,56737.48897,1.4839e-14,1.4325e-17,13.2102,0.0010,1
r,6175,56740.86129,1.5865e-14,1.4744e-16,13.1376,0.0101,5
r,6175,56741.61133,1.5566e-14,1.3468e-17,13.1583,0.0009,1
r,6175,56741.71564,1.5858e-14,1.3840e-16,13.1381,0.0095,5
r,6175,56742.65138,1.6059e-14,1.2955e-17,13.1244,0.0009,1
r,6175,56743.57966,1.5969e-14,1.9854e-16,13.1305,0.0135,4
r,6175,56743.59556,1.6147e-14,1.9892e-17,13.1185,0.0013,1
r,6175,56744.53792,1.6280e-14,2.0369e-17,13.1096,0.0014,1
r,6175,56744.56821,1.6281e-14,7.0945e-16,13.1095,0.0473,3
r,6175,56744.69766,1.6036e-14,1.3328e-16,13.1260,0.0090,5
r,6175,56746.79678,1.6134e-14,9.6335e-17,13.1194,0.0065,5
r,6175,56747.95649,1.6145e-14,1.0659e-16,13.1186,0.0072,5
r,6175,56748.75635,1.6156e-14,1.2206e-16,13.1179,0.0082,5
r,6175,56749.75350,1.6185e-14,1.0001e-16,13.1160,0.0067,5
r,6175,56751.98194,1.6167e-14,1.1392e-16,13.1172,0.0077,5
r,6175,56752.16505,1.6624e-14,5.3472e-16,13.0869,0.0349,2
r,6175,56755.56395,1.5836e-14,1.6449e-17,13.1396,0.0011,1
r,6175,56755.98044,1.5916e-14,1.0162e-16,13.1342,0.0069,5
r,6175,56756.49376,1.6135e-14,7.6601e-16,13.1193,0.0515,3
r,6175,56756.51125,1.5956e-14,1.5297e-17,13.1314,0.0010,1
r,6175,56757.13977,1.5944e-14,3.3012e-16,13.1322,0.0225,2
r,6175,56758.74605,1.5749e-14,1.0607e-16,13.1456,0.0073,5
r,6175,56759.88579,1.5721e-14,9.6926e-17,13.1475,0.0067,5
r,6175,56760.20496,1.5828e-14,2.8724e-16,13.1402,0.0197,2
r,6175,56761.60196,1.5567e-14,1.5441e-17,13.1582,0.0011,1
r,6175,56762.78497,1.5615e-14,1.2026e-16,13.1549,0.0084,5
r,6175,56763.75958,1.5439e-14,9.6355e-17,13.1672,0.0068,5
r,6175,56764.78634,1.5523e-14,1.3817e-16,13.1613,0.0097,5
r,6175,56765.53891,1.5505e-14,8.8584e-17,13.1626,0.0062,4
r,6175,56765.58216,1.5581e-14,1.8934e-17,13.1573,0.0013,1
r,6175,56765.87606,1.5456e-14,2.4446e-16,13.1660,0.0172,5
r,6175,56766.40033,1.5875e-14,1.1878e-16,13.1370,0.0081,4
r,6175,56770.52610,1.5830e-14,2.4533e-17,13.1400,0.0017,1
r,6175,56770.78129,1.5873e-14,9.7424e-17,13.1371,0.0067,5
r,6175,56771.51073,1.5914e-14,2.4341e-17,13.1343,0.0017,1
r,6175,56772.49741,1.5963e-14,1.4657e-17,13.1310,0.0010,1
r,6175,56772.82574,1.5957e-14,1.2014e-16,13.1314,0.0082,5
r,6175,56773.38818,1.5844e-14,1.6860e-16,13.1391,0.0116,4
r,6175,56773.83291,1.5962e-14,1.0370e-16,13.1310,0.0071,5
r,6175,56774.76016,1.6011e-14,1.7435e-16,13.1277,0.0118,5
r,6175,56775.40551,1.5971e-14,1.5511e-16,13.1304,0.0105,4
r,6175,56775.54774,1.6173e-14,1.6340e-17,13.1168,0.0011,1
r,6175,56776.07596,1.6292e-14,1.7462e-16,13.1088,0.0116,2
r,6175,56777.52964,1.6230e-14,2.3679e-17,13.1129,0.0016,1
r,6175,56778.49671,1.6277e-14,2.5071e-17,13.1098,0.0017,1
r,6175,56779.39649,1.5975e-14,5.9869e-16,13.1301,0.0407,3
r,6175,56779.48655,1.6049e-14,1.9692e-17,13.1251,0.0013,1
r,6175,56779.85167,1.6001e-14,1.1646e-16,13.1284,0.0079,5
r,6175,56780.49401,1.6195e-14,2.5443e-17,13.1153,0.0017,1
r,6175,56780.81477,1.5992e-14,1.1237e-16,13.1290,0.0076,5
r,6175,56781.49321,1.6092e-14,2.4733e-17,13.1222,0.0017,1
r,6175,56782.44643,1.5954e-14,2.2719e-17,13.1316,0.0015,1
r,6175,56782.74049,1.5929e-14,1.2836e-16,13.1333,0.0087,5
r,6175,56783.45126,1.6069e-14,2.3223e-17,13.1238,0.0016,1
r,6175,56784.44055,1.6067e-14,2.3882e-17,13.1239,0.0016,1
r,6175,56785.47523,1.6031e-14,1.9389e-17,13.1263,0.0013,1
r,6175,56786.48211,1.6077e-14,1.8238e-17,13.1232,0.0012,1
r,6175,56787.40311,1.5971e-14,1.4984e-17,13.1304,0.0010,1
r,6175,56790.45869,1.5832e-14,1.4121e-17,13.1399,0.0010,1
r,6175,56791.43320,1.5833e-14,1.0205e-17,13.1398,0.0007,1
r,6175,56794.46302,1.5879e-14,2.3947e-17,13.1367,0.0016,1
r,6175,56795.44503,1.5825e-14,2.9154e-17,13.1404,0.0020,1
r,6175,56796.44744,1.5777e-14,3.0174e-17,13.1437,0.0021,1
r,6175,56800.44233,1.6182e-14,2.5827e-17,13.1162,0.0017,1
r,6175,56801.42684,1.5996e-14,2.1498e-17,13.1287,0.0015,1
r,6175,56803.44006,1.6003e-14,2.7713e-17,13.1282,0.0019,1
r,6175,56805.45996,1.5892e-14,2.4104e-17,13.1358,0.0016,1
r,6175,56806.43311,1.5932e-14,2.0715e-17,13.1331,0.0014,1
r,6175,56807.43492,1.5852e-14,1.6338e-17,13.1385,0.0011,1
r,6175,56808.41440,1.6037e-14,2.8909e-17,13.1259,0.0020,1
r,6175,56809.42932,1.6159e-14,2.2402e-17,13.1177,0.0015,1
r,6175,56810.43044,1.6153e-14,3.1418e-17,13.1181,0.0021,1
r,6175,56811.41922,1.6112e-14,2.9053e-17,13.1209,0.0020,1
r,6175,56813.40213,1.6100e-14,2.9761e-17,13.1217,0.0020,1
r,6175,56814.45535,1.6200e-14,2.7937e-17,13.1150,0.0019,1
r,6175,56815.40294,1.6261e-14,2.9174e-17,13.1109,0.0019,1
r,6175,56816.27423,1.6278e-14,7.3748e-17,13.1097,0.0049,4
r,6175,56816.40991,1.6279e-14,2.6668e-17,13.1097,0.0018,1
r,6175,56816.63948,1.6063e-14,9.4249e-17,13.1242,0.0064,5
r,6175,56817.40994,1.6348e-14,2.6817e-17,13.1051,0.0018,1
r,6175,56817.83435,1.6135e-14,8.7746e-17,13.1193,0.0059,5
r,6175,56818.41477,1.6427e-14,2.1216e-17,13.0998,0.0014,1
r,6175,56819.41485,1.6454e-14,2.0875e-17,13.0981,0.0014,1
r,6175,56820.48400,1.6782e-14,1.9164e-17,13.0766,0.0012,1
r,6175,56821.24253,1.7066e-14,1.0637e-16,13.0584,0.0068,4
r,6175,56822.39549,1.6807e-14,2.5122e-17,13.0750,0.0016,1
r,6175,56823.40645,1.6921e-14,3.1519e-17,13.0677,0.0020,1
r,6175,56824.40028,1.6799e-14,3.2749e-17,13.0755,0.0021,1
r,6175,56825.41423,1.6920e-14,3.1822e-17,13.0677,0.0020,1
r,6175,56826.29162,1.6503e-14,5.3443e-16,13.0948,0.0352,3
r,6175,56826.39200,1.6573e-14,3.2291e-17,13.0902,0.0021,1
r,6175,56827.39678,1.6531e-14,3.1585e-17,13.0930,0.0021,1
r,6175,56828.39911,1.6394e-14,3.2611e-17,13.1020,0.0022,1
r,6175,56829.40894,1.6280e-14,3.0643e-17,13.1096,0.0020,1
r,6175,56830.40168,1.6201e-14,3.4631e-17,13.1149,0.0023,1
r,6175,56831.39309,1.6149e-14,3.1470e-17,13.1184,0.0021,1
r,6175,56832.43594,1.6239e-14,3.3012e-17,13.1123,0.0022,1
r,6175,56833.39730,1.6098e-14,2.7225e-17,13.1218,0.0018,1
r,6175,56834.39189,1.6105e-14,2.7488e-17,13.1213,0.0019,1
r,6175,56835.39334,1.6067e-14,3.1663e-17,13.1239,0.0021,1
r,6175,56837.23411,1.6185e-14,5.3256e-16,13.1160,0.0357,3
r,6175,56839.33665,1.6228e-14,4.6269e-16,13.1131,0.0310,3
r,6175,56841.41123,1.6193e-14,2.5718e-17,13.1154,0.0017,1
r,6175,56842.24558,1.6181e-14,1.2388e-16,13.1162,0.0083,4
r,6175,56843.21577,1.6074e-14,1.1288e-16,13.1234,0.0076,4
r,6175,56843.39107,1.6195e-14,3.0966e-17,13.1153,0.0021,1
r,6175,56845.41039,1.6098e-14,2.8955e-17,13.1218,0.0020,1
r,6175,56848.85472,1.5512e-14,5.4319e-16,13.1621,0.0380,2
r,6175,56858.38762,1.5696e-14,3.2211e-17,13.1493,0.0022,1
r,6175,56860.38654,1.5604e-14,3.2847e-17,13.1557,0.0023,1
r,6175,56861.38558,1.5824e-14,2.7557e-17,13.1405,0.0019,1
r,6175,56862.38612,1.5644e-14,2.7052e-17,13.1529,0.0019,1
r,6175,56863.38454,1.5653e-14,2.8026e-17,13.1522,0.0019,1
r,6175,56864.38455,1.5683e-14,3.2917e-17,13.1502,0.0023,1
r,6175,56864.69170,1.5906e-14,1.4082e-16,13.1348,0.0096,5
r,6175,56865.38350,1.5703e-14,3.0810e-17,13.1488,0.0021,1
r,6175,56865.63157,1.5934e-14,1.4295e-16,13.1329,0.0097,5
